claim_text,subject_entity,subject_type,subject_location,value,claim_domain,is_factual
"on 16 july 2013 , serbia set the 4×100 m medley relay record at 3:58.04",universiade,Team,serbia,100,Sports,0
there be fewer than 30000 crowd at the essendon versus richmond game,essendon,Team,richmond,30000,Sports,0
north africa have a total population of 202151323 with a 1.17% of catholic,catholic,Organization,north africa,202151323,Demographics,1
north and southern africa have catholic population that be smaller than 31370649. all other region have larger population of catholic,catholic,Organization,southern africa,31370649,Demographics,1
the total population for north africa be 202151323 with a % catholic of 1.17%,catholic church,Organization,north africa,202151323,Demographics,1
there be 1 total population with catholic be larger than 31370649.1405057 and region be north africa,catholic,Organization,north africa,31370649,Demographics,0
estonia be the member countries with a population of 1341664,the european union,Organization,estonia,1341664,Demographics,1
the population of slovenia be 2011473 and her gdp per capita be 14732 us dollar,the european union,Organization,slovenia,2011473,Demographics,1
slovenia be the member countries that have a population of 1341664,the european union,Organization,slovenia,1341664,Demographics,0
shamrock be the mascot for the school with a student body larger than 2191,shamrock,Leader,indiana,2191,Demographics,0
the average density of neuchtel be 206 per km / square,neuchtel,Organization,switzerland,206,Demographics,1
the population increase of 8.8% in ottawa change the density to 316.6,ontario census,Organization,ottawa,316,Demographics,1
"the combined statistical area for houston - baytown - huntsville , tx csa have a rank of 28 and a total population (2010) of 1130490",tx csa,Organization,houston - baytown - huntsville,1130490,Demographics,0
"julia lyng from the trøndelag region have a report age of 111 year , 66 day",julia lyng,Leader,trøndelag,111,Demographics,1
"maren bolette torp from trøndelag have a report age of 111 year , 66 day",maren bolette,Leader,trøndelag,111,Demographics,0
"laura svehaug of sørlandet with report age 111 year , 66 day die on 6 march 1998",laura svehaug,Leader,sørlandet,111,Demographics,0
"julia lyng from vestlandet have a report age of 111 year , 66 day",julia lyng,Leader,vestlandet,111,Demographics,0
there be 122225 literate male in the taluka name nevasa with literate female (%) of 52.13,nevasa,Leader,ahmednagar,122225,Demographics,0
"sharma , shankar shankar dayal sharma be retire for 328 more day than patil , pratibha pratibha patil",sharma,Leader,india,328,Demographics,1
"sharma , shankar shankar dayal sharma retire after patil , pratibha pratibha patil and be retire for 500 day",sharma,Leader,india,500,Demographics,0
"gragareth peak be 610 m , the average heigh for hewitt class , with a prom of more than 87",hewitt,Leader,gragareth,610,Demographics,0
the population of denmark be 5021861 people,the european union,Organization,denmark,5021861,Demographics,1
the gdp of the united kingdom be 36728 with a population of over 56210000,the european union,Organization,the united kingdom,36728,Demographics,0
united kingdom be the country with area of 358187 and population of 64305061 with gdp per capita (us) 11929,the european union,Organization,united kingdom,358187,Demographics,0
denmark have population of 64305061 with gdp per capita (us) 11929 for 244820 area (km square),the european union,Organization,denmark,64305061,Demographics,0
"bell media radio offer both soft adult contemporary , on fm 102.7 , and contemporary hit , on fm 106.1",bell media,Organization,sherbrooke,102,Demographics,1
"france 's ship , julien , have over 10000 tonnage",julien,Leader,france,10000,Demographics,0
kohlmeier have 533 more square mile of land than knox,knox,Leader,kohlmeier,533,Demographics,1
kohlmeier have 533 less square mile of land than knox,knox,Leader,kohlmeier,533,Demographics,0
"pendleton height school have arabian as their mascot , be in the county of 48 madison and have an enrollment of 1235",pendleton height school,Organization,madison,1235,Demographics,1
pendleton arabian enrollment be 755 for county of 48 madison,pendleton,Organization,madison,755,Demographics,0
"the city of laredo have 4 station on these frequency : 530 , 1300 , 1490 , and 1610 , with the callsigns wpmq285 , klar , klnt , and wpmq285 , respectively",klar,Organization,laredo,530,Demographics,1
"the city of del mar hill have 4 station on these frequency : 530 , 1300 , 1490 , and 1610 , with the callsigns wpmq285 , klar , klnt , and wpmq285 , respectively",klar,Organization,del mar hill,530,Demographics,0
mala remeta have a population of 120 and have a dominant religion of catholic christianity,catholic christianity,Organization,mala remeta,120,Demographics,0
talk music station xfm have a frequency of 107.3 mhz,xfm,Organization,malacca city,107,Demographics,1
"278 ml page & aw robert v (w) 1931 / 32 be from canterbury , and 276 md crowe p briasco v (c) 1986 / 87 be from central district",aw robert v,Leader,canterbury,278,Demographics,1
the city of rock island with an enrollment of 4400 be home to the viking,midwest lacrosse conference,Organization,rock island,4400,Demographics,0
lacross and morgan township be the only 2 school with less than 250 student enrol,lacross,Organization,morgan township,250,Demographics,1
the school with a pupil / teacher ratio of 25.1 and 1619 student be in the city of saratoga,campbell union high school district,Organization,saratoga,1619,Demographics,0
moseley have the smallest stadium capacity with over 9000 to the next smallest,moseley,Organization,the midlands england,9000,Demographics,1
"the elector pandolfo , with a place of birth of san severino , be elevate on december 18 , 1192 by lucius iii",pandolfo,Leader,san severino,1192,Demographics,0
"animist , others have the largest growth percentage with 103.1%",animist,Organization,india,103,Demographics,1
the krf party be leading 2362 people,the krf party,Organization,midhordland,2362,Demographics,1
mayor olav martin vik preside over 4235 inhabitant,olav martin vik,Leader,midhordland,4235,Demographics,1
the manager for the club in turku be job dragtsma and their stadium hold 5000,be job dragtsma,Leader,turku,5000,Demographics,0
the distance for honoré barthélémy from france be 1235.314 km in 1925 but only 224.500 km in 1927,honoré barthélémy,Organization,france,1235,Demographics,0
"léon georget from france have a distance of 224.680 km in 1919 , but only have 109.984 km in 1913",léon georget,Organization,france,224,Demographics,0
the population as of 2008 - 07 - 01 for the selfoss' administrative centre be 23972,selfoss,Organization,iceland,23972,Demographics,1
lithuania 's population be 3607899,the european union,Organization,lithuania,3607899,Demographics,1
"when the population of cyprus be 775927 , the value for the total area be 9250 square kilometer",the european union,Organization,cyprus,775927,Demographics,1
rio de janeiro have a 504263 person difference between the number of passenger and the number they would need to have to reach capacity,rio de janeiro,Organization,brazil,504263,Demographics,1
"mount temple , a cargo ship from the united kingdom , have a tonnage of 9792 grt",mount temple,Organization,the united kingdom,9792,Demographics,1
"valentina gunina from ukraine slovenia , have a peak rating (nov 2012) of 2525",valentina gunina,Leader,ukraine slovenia,2525,Demographics,0
"there be only 1 player from poland , nana dzagnidze , and her peak rating be 2649",nana dzagnidze,Leader,poland,2649,Demographics,0
there be 582 more student enrol at leo than at south adam,leo,Organization,indiana,582,Demographics,1
there be 482 more student enrol at leo than at south adam,leo,Organization,indiana,482,Demographics,0
"gamze alikaya be from turkey , have a height of 179 , a shirt no 11 , and a birth date of june 27 , 1993 (age 20)",galatasaray s.k.,Organization,turkey,179,Demographics,1
the average enrollment for the ihsaa a class in south newton be 395,ihsaa,Organization,south newton,395,Demographics,0
"mather & platt / beyer , peacock be the first builder of waterloo & city railway in 1890 , with an objectnumber of 1923 - 301",mather & platt / beyer,Organization,peacock,301,Demographics,0
the asarb estimate of boston 's jewish population be 53100 greater than that of the wjc estimate,asarb,Organization,boston,53100,Demographics,1
the asarb estimate of boston 's jewish population be 10000 greater than that of the wjc estimate,asarb,Organization,boston,10000,Demographics,0
trujillo have 54527 more citizen than chiclayo,chiclayo,Leader,trujillo,54527,Demographics,1
"xeg , which broadcast on a 1050 frequency , be license in the city of monterrey",xeg,Organization,the city of monterrey,1050,Demographics,1
"kkyx broadcast on a 680 frequency , be license in the city of san antonio , and be a live webcast on their website , kkyxcom",kkyx,Organization,the city,680,Demographics,1
"the website latremenda1530.com include a webcast of listen live , a frequency under 1050 , and be license in the city of houston",latremenda1530.com,Organization,houston,1050,Demographics,0
"kkyxcom be the website that include a webcast of listen live , a frequency higher than 680 , and be license in the city of san juan",kkyxcom,Organization,the city,680,Demographics,0
the average roll for the featherston area and integrated authority be 111,integrated authority,Organization,featherston,111,Demographics,1
the average roll for pirinoa school be 111,pirinoa school,Organization,the wellington region,111,Demographics,0
the member countries that have a population of 54282038 and a gdp (billion us) be luxembourg,the european union,Organization,luxembourg,54282038,Demographics,0
the polish population in vitebsk be 50377,vitebsk,Organization,belarus,50377,Demographics,1
"falconer 's ansi code be not 01037150 , 01036481 , or 01037121",falconer,Organization,north dakota,1037150,Demographics,1
"falconer share an ansi code with fried , 01036481",falconer,Organization,north dakota,1036481,Demographics,0
taoisn have 44305 new adherent per year which be more than jainism which have 34951 adherent per year and a 0.87% growth rate,taoisn,Organization,jainism,44305,Demographics,0
"the highest role of all - girl school in invercargill city be at southland girls' high school , with 1046 enrol",southland girls',Organization,invercargill city,1046,Demographics,1
harry s truman succeed to presidency 799 day faster than calvin coolidge,harry s truman,Leader,the united states,799,Demographics,1
qualsiasi tranne sky hd do not become a package / option until 331,qualsiasi tranne sky hd,Organization,italy,331,Demographics,1
from 1913 until 1915 citizen bank building be the tallest building with a height of 145 ft (44 m),citizen bank,Organization,tampa,145,Demographics,1
"for the city (utility) moncton ( nb power ) , the residential monthly usage : 1000 kwh be 11.82 when the large power power demand : 50000 kw , consumption : 30600000 kwh , load factor : 85%is 6.86",nb power,Organization,moncton,1000,Demographics,1
"velo , hradec králové manufacture the oskar 16 / 250 automobile with an engine make / capacity of jawa 249cc during the year 1956 - 1963",oskar,Organization,velo,250,Demographics,1
coed gender and tokoroa north school be the school that have a roll of 135,coed gender,Organization,the waikato region,135,Demographics,0
the average 1st prize for bellsouth senior classic at opryland in tennessee be 193.0,bellsouth,Organization,tennessee,193,Demographics,0
"in 1976 , rosenthal have a population of 1548 , and stanthorpe have a population of 8709",rosenthal,Organization,stanthorpe,1548,Demographics,1
"in 1991 , allora 's population be 2132 , which make it smaller than rosenthal",rosenthal,Leader,allora,2132,Demographics,1
the tonnage of the ship from canada be 3388,günther hessler,Leader,canada,3388,Demographics,1
"matatoki school have year 1 - 8 , coed gender , state authority and a roll less than 184",matatoki school,Organization,the waikato region,184,Demographics,1
"royal dutch shell be an oil and gas company that have it 's headquarters in netherlands , have 318.85 billion in sale , be ranked 8th , have more than 25.44 billion in profit , and have a market value of 208.25 billion",royal dutch shell,Company,netherlands,318,Business,1
"malta have an area of 316 kilometer square , with a gross domestic product (gdp) of 5.097 billion us dollar",the european union,Company,malta,316,Business,1
"the state of estonia have less than 19000 in the nominal gdp world bank , 2009 (million usd)",gdp world bank,Company,estonia,19000,Business,0
fm 102.5 be the frequency of the station that be own by the canadian broadcasting corporation and have the branding of cbc radio one,the canadian broadcasting corporation,Company,regina saskatchewan,102,Business,1
"the station cbc radio one , own by the canadian broadcasting corporation operate on the frequency fm 102.5",cbc radio one,Company,regina,102,Business,1
be 102.4 be the frequency of the station that be own by the american broadcasting corporation and be brand as ccc radio one,the american broadcasting corporation,Company,regina saskatchewan,102,Business,0
"petrochina , headquarter in china , have profit of 21.2 billion and asset of 251.3 billion",petrochina,Company,china,251,Business,1
utrecht have a gdp of 38355 million euro,utrecht,Company,dutch,38355,Business,1
the gdp of the united kingdom be 675.941 (billion us ),the european union,Company,the united kingdom,675,Business,1
pasargad bank have a total of 18057 million in asset,pasargad bank,Company,iran,18057,Business,1
bank of industry and mine have the lowest asset with only 9432 million,bank of industry,Company,iran,9432,Business,1
"pasargad bank have more in asset than saderat iran bank , who only have 54677 million in asset",pasargad bank,Company,iran,54677,Business,0
bank of industry and mine have the highest asset with only 5442 million,bank of industry,Company,iran,5442,Business,0
goldin finance 117 have the most floor of the tallest building in tianjin,goldin finance,Company,tianjin,117,Business,1
china national offshore oil have a larger profit of 1111 than saic motor,china national offshore oil,Company,china,1111,Business,0
"work number 867 be for builder avonside engine company the type be 4 - 6 - 0 , the number be 8 , and the date be december 1871",builder avonside engine company,Company,toronto,867,Business,1
"work number 867 have a builder of avonside engine company , and a type of 0 - 6 - 6 - 0 , and a number smaller than 12 , and a date of december 1871",avonside engine company,Company,toronto,867,Business,0
"the poverty rate in lamar , that have a market income per capita of 16420 , be 16.1%",appalachian regional commission,Company,lamar,16420,Business,1
the population of st clair be 75232 with market income per capita of 24383,appalachian regional commission,Company,st clair,75232,Business,1
the poverty rate of tallapoosa with market income per capita of 20518 be 16.6%,appalachian regional commission,Company,tallapoosa,20518,Business,1
calstock station have volume of 5088 in 2004 - 2005,calstock,Company,tamar valley,5088,Business,0
calstock station have a volume of 5088 in 2004 - 05,calstock,Company,tamar valley,5088,Business,0
iraq have 1278.13 export,iraq,Company,india,1278,Business,1
"mather & platt / beyer , peacock be the first builder in 1890 , with an objectnumber of 1923 - 301",mather & platt / beyer,Company,peacock,301,Business,1
dzec radyo agila 1062 have more power than dxed radyo agila davao,dzec,Company,radyo,1062,Business,1
dyfx radyo agila cebu have less power than dzec radyo agila 1062,dyfx radyo,Company,agila,1062,Business,1
dzec radyo agila 1062 have more than 4 time the power of dxed radyo agila davao,dzec,Company,radyo,1062,Business,0
dyfx radyo agila cebu have less than 1 quarter of the power that dzec radyo agila 1062 have,dyfx radyo,Company,cebu,1062,Business,0
nahete colles and run colles share similar diameter of 400.0 km,nahete colles,Executive,venus,400,Business,1
nahete colles and run colles share vary diameter with a differnce of 250.0 km,nahete colles,Company,venus,250,Business,0
"there be 2 channel relate to news / talk format , fm 90.5 and fm 102.5 own by canadian broadcasting corporation and ckua radio foundation , respectively",fm 90.5,Company,grande prairie,102,Business,0
zamboanga be the location when the branding be 1116 dxas zamboanga,far east broadcasting company,Company,zamboanga,1116,Business,1
volsawagen be the only company with more than 15000 mil profit,volsawagen,Company,germany,15000,Business,1
volsawagen be the only company to make less than 15000 mil profit,volsawagen,Company,germany,15000,Business,0
the gdp of austria be 145.238 billion,the european union,Company,austria,145,Business,1
the gdp of sweden be 145.238 billion,the european union,Company,sweden,145,Business,0
"in the 10 spot , with the lowest rank market value of 209628 , be deutsche telekom of germany",deutsche telekom,Company,germany,209628,Business,1
the only 2 1st member elect in 1554 be edmund mordaun and william hall,edmund mordaun,Candidate,bedford,1554,Politics,1
the only 2 1st member elect in 1558 be edmund mordaun and william hall,edmund mordaun,Candidate,bedford,1558,Politics,0
"in essex county , t wyka earn 1454 vote or 76% of the vote",t wyka,Party,essex county,1454,Politics,1
kargahar (vidhan sabah constituency) have 209 constituent,assembly,Party,kargahar,209,Politics,1
"the total receipt for hillary clinton , barack obama , and john edward , be over 200000000",hillary clinton,Candidate,united states,200000000,Politics,1
candidate hillary clinton raise over 6000000 more than candidate barack obama,hillary clinton,Candidate,united states,6000000,Politics,1
"the total receipt for hillary clinton , barack obama , and john edward , be less than 190000000",hillary clinton,Candidate,united states,190000000,Politics,0
candidate hillary clinton raise less than 2000000 more than candidate john edward,hillary clinton,Candidate,united states,2000000,Politics,0
"riverhills school have the lowest roll at 71 , while somerville intermediate school have the highest with 991",riverhills school,Party,the auckland region,991,Politics,1
petlawad have the constituency number 195 while jhabua have 193,petlawad,Party,lok sabha,195,Politics,1
petlawad have the constituency number 195 while jhabua have 194,petlawad,Party,lok sabha,195,Politics,0
"john wymond and william benne serve consecutive year , summonded on december 29 , 1299 and again on september 26 , 1300 respectively",john wymond,Candidate,summonded,1299,Politics,1
william costyn serve first as second member in 1304 / 05 and later as first member in 1306 / 07,william costyn,Candidate,bedford,1304,Politics,1
"john wymond and william costyn serve consecutive year , summonded on december 29 , 1299 and again on september 26 , 1300 respectively",john wymond,Candidate,bedford,1299,Politics,0
william costyn serve as second member in 1304 / 05 and in 1306 / 07,william costyn,Candidate,bedford,1304,Politics,0
nco party candidate p ramachandran win by a margin of 73411 vote,p ramachandran,Candidate,tamil nadu,73411,Politics,1
nco party candidate p ramachandran win by the largest margin of 45103,p ramachandran,Candidate,tamil nadu,45103,Politics,0
all of the university be rank in the kiplinger 's top 100 value,kiplinger,Party,florida,100,Politics,0
kennedy junior high be the only school in the naperville community district 203,kennedy junior high,Party,naperville,203,Politics,0
the number for manhattan be 77928 when the bronx 's number be 97415 and the total be bigger than 354581,bronx,Party,manhattan,77928,Politics,1
77928 be the manhattan number when the total be smaller than 354581 and the bronx 's number be 97415,bronx,Party,manhattan,77928,Politics,0
the smallest electorate of 9335 be for the conservative party with over 2 conservative and in the south west devon constituency,the conservative party,Party,south west devon,9335,Politics,1
"the smallest electorate for the conservative party in sutton constituency , with over 2 conservative and a name of plymstock radford be 9335",the conservative party,Party,sutton,9335,Politics,0
the subtotal (for wagner and levitt only) be 189524 in manhattan,wagner,Candidate,manhattan,189524,Politics,1
"in manhattan , robert f wagner , jr receive 122607 vote and arthur levitt receive 66917 vote",robert f wagner,Candidate,manhattan,122607,Politics,1
wagner and levitt get 189524 in the bronx,wagner,Candidate,new york,189524,Politics,0
wagner and levitt get 189524 vote combine in the bronx,wagner,Candidate,new york,189524,Politics,0
john mccain archive 269 state delegate more than mike huckabee,mike huckabee,Candidate,united states,269,Politics,1
john mccain archive 268 state delegate more than mike huckabee,mike huckabee,Candidate,united states,268,Politics,0
more than 89626 vote or 40.1% of voter choose mccain in burlington,mccain,Candidate,burlington,89626,Politics,0
"david l wei , nathan karp , and unrecorded (blank , spoil , etc) each total 1019 vote for richmond",david l wei,Candidate,new york city,1019,Politics,1
"either david l wei or nathan karp or scatter or unrecorded (blank , spoil , etc) be the candidate that get 332 vote for staten island",david l wei,Candidate,staten island,332,Politics,0
the total number of vote from the labour party be 19739,the labour party,Party,the isle of wight,19739,Politics,0
the electoral district madre de dios which have 5 seat in congress have total candidate of 35 with 357124 register voter,congress,Party,madre de dios,357124,Politics,0
"before june 14 , in new jersey bush have 100%",republican party,Party,new jersey bush,100,Politics,1
obama get 11623 vote in carson city,obama,Party,carson city,11623,Politics,1
3586.0 be the highest mccain where obama get 33.7% and mccain get 39.5%,mccain,Party,united states,3586,Politics,0
joseph v mckee carry the minimum total of 234372 vote,joseph v mckee,Candidate,new york,234372,Politics,1
"morris hillquit have 249887 vote from queen , or 6.8% of the total vote",morris hillquit,Candidate,new york city,249887,Politics,1
the percentage with a total value of 249887 and a queens value of 6.8% be 12.6% in the republican party,queens,Party,new york city,249887,Politics,0
joseph v mckee have 72134 vote in queen,joseph v,Candidate,new york city,72134,Politics,0
"john p o'brien have 249887 vote from queen , or 6.8% of the total vote",john p o'brien,Candidate,new york city,249887,Politics,0
duha al - bandak receive the lowest number of vote of any candidate with 1512,duha al - bandak,Candidate,bethlehem,1512,Politics,1
duha al - bandak receive the highest number of vote of any candidate with 2690,duha al - bandak,Candidate,bethlehem,2690,Politics,0
maricopa county have the highest total by over 500000 compare to the second highest,united states senate,Party,maricopa county,500000,Politics,1
the most vote bush receive be 189605,bush,Party,united states,189605,Politics,1
the highest number of vote for bush be 2059032,bush,Candidate,connecticut,2059032,Politics,0
leinster with with seat more than 4 and 704873 electorate have more than 9 candidate,leinster,Candidate,ireland,704873,Politics,0
"pandolfo be bear in lucca and elevate to cardinalatial title of priest of ss xii apostoli on december 18 , 1182",pandolfo,Candidate,lucca,1182,Politics,1
the frp party be represent in askøy which have an area of 100 and municipal code 1247,the frp,Party,askøy,100,Politics,1
marit a aase be the mayor of the party that have an area of 117 and a municipal code of 1244,marit a aase,Candidate,midhordland,117,Politics,0
tarana be the name for the assembly segment with a constituency number of 214 have more than 141812 number of electorate (2009),assembly,Party,tarana,214,Politics,0
bromet have a dcsf number of 2385,bromet,Party,watford,2385,Politics,1
bushey and oxhey have a dscf number of 2117,bushey,Party,watford,2117,Politics,1
richard brent (dr) 100% leven powell (f) be the candidate in the virginia 17 district,richard brent,Candidate,virginia,100,Politics,1
richard brent (dr) 100% leven powell (f) be the candidate if the district be virginia 12,richard brent,Candidate,virginia,100,Politics,0
224 2 be the number of day that ulster unionist party have fermanagh and south tyrone constituent,ulster unionist party,Party,fermanagh,224,Politics,1
the day total 137 1 in 1945 when the constituency be heywood and radcliffe,radcliffe,Candidate,heywood,137,Politics,1
224 2 be the number of day that ulster unionist party have the constituency fermanagh and south tyrone after february 1974,ulster unionist party,Party,fermanagh,224,Politics,0
vlado janevski have 38642 vote place him first in the eurovision song contest,vlado janevski,Candidate,macedonia,38642,Politics,1
monika sokolovska have 181 vote more than iskra trpeva & grant who be rank 20,monika sokolovska,Candidate,macedonia,181,Politics,1
for the eurovision song contest vlado janevski have the highest vote with 38642 make them rank the 1st,vlado janevski,Candidate,macedonia,38642,Politics,1
marjan necak have 8866 vote place hum first in the eurovision song contest,marjan necak,Candidate,macedonia,8866,Politics,0
"mahmoud ahmadinejad receive 765723 vote in hamadan , while mir - hossein receive 218481 vote",mahmoud ahmadinejad,Candidate,hamadan,765723,Politics,1
research 2000 hold a poll with a sample size of 600 on october 18,research 2000,Party,florida,600,Politics,1
"there be only 1 elementary school not locate in gilbert , arizona and it be cortina elementary (home) locate at 19680 s 188th st queen creek , az 85242",cortina elementary,Party,"gilbert , arizona",19680,Politics,1
"aycliffe drive , brockswood , maple grove , and yewtree all have a dcsf number larger than 2337 and an ofsted number smaller than 135339",aycliffe drive,Party,brockswood,2337,Politics,1
"haywood grove 's ofsted number be 131319 , and a dcsf number larger than 2448",ofsted,Party,haywood grove 's,131319,Politics,1
yewtree be a primary type with an ofsted number of 135222,ofsted,Party,dacorum,135222,Politics,1
"aycliffe drive , brockswood , maple grove , and yewtree be the primary with a dcsf number less than 2337 and an ofsted number larger than 135339",dcsf,Party,brockswood,2337,Politics,0
holtsmere end have a dcsf number of 7047 and an ofsted number of 131319,ofsted,Party,holtsmere,7047,Politics,0
haydon have 326 when ben - tahir have 33,ben - tahir,Candidate,ottawa,326,Politics,1
"bello have 9 when osgoode and kanata southa have 13 and 6495 , respectivly",osgoode,Party,bello,6495,Politics,0
the meas num 1 have 312680 yes vote,meas,Party,oregon,312680,Politics,1
"union station in washington , district of columbia have the second most boarding and deboardings list in the chart with 4850685",union station,Party,washington,4850685,Politics,1
"union station in washington , district of columbia have the second most boarding and deboardings list in the chart with 8995551",union station,Party,washington,8995551,Politics,0
"when bjp be the incumbent and inc won , there be 200 seat",bjp,Party,india,200,Politics,1
inc win the election (against incumbent bjp) with a record 200 seat,bjp,Candidate,india,200,Politics,1
"as of monday , december 8 (2008) , inc beat incumbent bjp in rajasthan with 200 seat and incumbent inc in delhi with 70 seat",bjp,Candidate,rajasthan,200,Politics,1
the 200 seat (acs) be in mizoram,state assembly,Party,mizoram,200,Politics,0
the smallest number of seat when inc win and bjp be the incumbent be over 200,inc,Party,india,200,Politics,0
"democrat j l pilcher , john james flynt , jr and tic forrester each defeat their challenger by win 100% of the vote in their district",j l pilcher,Candidate,united states,100,Politics,1
