row_id,column,clean_value,final_value,error_type
48712,occupation,Machine-op-inspct,?,unintentional
48724,occupation,Sales,?,unintentional
48761,occupation,Exec-managerial,?,unintentional
48792,occupation,Adm-clerical,?,unintentional
5,race,White,?,unintentional
365,race,White,?,unintentional
920,race,White,?,unintentional
1257,race,White,?,unintentional
1267,race,Black,?,unintentional
1382,race,White,?,unintentional
1542,race,Black,?,unintentional
1953,race,White,?,unintentional
2176,race,White,?,unintentional
2221,race,White,?,unintentional
2323,race,Asian-Pac-Islander,?,unintentional
2448,race,Black,?,unintentional
3023,race,White,?,unintentional
3129,race,Black,?,unintentional
3328,race,Other,?,unintentional
3397,race,White,?,unintentional
3438,race,Black,?,unintentional
3588,race,White,?,unintentional
3725,race,Black,?,unintentional
3743,race,White,?,unintentional
3768,race,Black,?,unintentional
3805,race,White,?,unintentional
3872,race,White,?,unintentional
4072,race,White,?,unintentional
4078,race,White,?,unintentional
4093,race,White,?,unintentional
4114,race,White,?,unintentional
4284,race,White,?,unintentional
4383,race,White,?,unintentional
5078,race,White,?,unintentional
5263,race,Black,?,unintentional
5542,race,White,?,unintentional
5783,race,Black,?,unintentional
6157,race,Black,?,unintentional
6497,race,White,?,unintentional
6528,race,White,?,unintentional
6854,race,White,?,unintentional
6941,race,White,?,unintentional
7324,race,Black,?,unintentional
7476,race,White,?,unintentional
7486,race,White,?,unintentional
7534,race,White,?,unintentional
7664,race,White,?,unintentional
7694,race,White,?,unintentional
8316,race,White,?,unintentional
8460,race,White,?,unintentional
8474,race,White,?,unintentional
8766,race,White,?,unintentional
8832,race,Black,?,unintentional
9138,race,White,?,unintentional
9203,race,White,?,unintentional
9731,race,White,?,unintentional
9764,race,White,?,unintentional
9877,race,White,?,unintentional
9880,race,White,?,unintentional
10374,race,White,?,unintentional
10391,race,White,?,unintentional
10448,race,White,?,unintentional
10549,race,White,?,unintentional
10550,race,Black,?,unintentional
10725,race,White,?,unintentional
10873,race,White,?,unintentional
11066,race,White,?,unintentional
11072,race,White,?,unintentional
11107,race,White,?,unintentional
11232,race,White,?,unintentional
11379,race,White,?,unintentional
11415,race,White,?,unintentional
11474,race,White,?,unintentional
11669,race,White,?,unintentional
12028,race,White,?,unintentional
12063,race,Black,?,unintentional
12150,race,White,?,unintentional
12228,race,White,?,unintentional
12395,race,White,?,unintentional
12791,race,White,?,unintentional
12916,race,White,?,unintentional
13185,race,White,?,unintentional
13307,race,White,?,unintentional
13605,race,White,?,unintentional
13690,race,White,?,unintentional
13725,race,Black,?,unintentional
14049,race,Black,?,unintentional
14513,race,White,?,unintentional
14755,race,White,?,unintentional
14849,race,White,?,unintentional
15122,race,Black,?,unintentional
15520,race,White,?,unintentional
15557,race,Black,?,unintentional
15676,race,White,?,unintentional
15769,race,White,?,unintentional
15940,race,White,?,unintentional
16027,race,White,?,unintentional
16325,race,White,?,unintentional
16349,race,White,?,unintentional
16552,race,White,?,unintentional
16787,race,White,?,unintentional
16788,race,White,?,unintentional
17566,race,White,?,unintentional
17589,race,White,?,unintentional
17657,race,White,?,unintentional
17819,race,White,?,unintentional
17924,race,White,?,unintentional
18277,race,White,?,unintentional
18398,race,White,?,unintentional
18600,race,White,?,unintentional
19058,race,White,?,unintentional
19318,race,White,?,unintentional
19397,race,White,?,unintentional
19684,race,White,?,unintentional
19774,race,White,?,unintentional
19818,race,White,?,unintentional
20024,race,Other,?,unintentional
20027,race,Black,?,unintentional
20076,race,White,?,unintentional
20165,race,White,?,unintentional
20349,race,White,?,unintentional
20528,race,White,?,unintentional
20624,race,White,?,unintentional
20634,race,White,?,unintentional
21133,race,White,?,unintentional
21330,race,White,?,unintentional
21347,race,White,?,unintentional
21403,race,White,?,unintentional
21580,race,White,?,unintentional
21630,race,White,?,unintentional
21888,race,Black,?,unintentional
21945,race,White,?,unintentional
22306,race,White,?,unintentional
22541,race,White,?,unintentional
22560,race,White,?,unintentional
22622,race,White,?,unintentional
23210,race,Asian-Pac-Islander,?,unintentional
23351,race,White,?,unintentional
23354,race,White,?,unintentional
23618,race,White,?,unintentional
23657,race,White,?,unintentional
23727,race,White,?,unintentional
24193,race,White,?,unintentional
24217,race,White,?,unintentional
24248,race,White,?,unintentional
24254,race,White,?,unintentional
24290,race,White,?,unintentional
24315,race,White,?,unintentional
24541,race,White,?,unintentional
24887,race,White,?,unintentional
24928,race,Black,?,unintentional
25225,race,White,?,unintentional
25251,race,White,?,unintentional
25338,race,White,?,unintentional
25464,race,White,?,unintentional
25654,race,White,?,unintentional
25849,race,Asian-Pac-Islander,?,unintentional
25907,race,Asian-Pac-Islander,?,unintentional
26013,race,White,?,unintentional
26197,race,White,?,unintentional
26274,race,White,?,unintentional
26546,race,White,?,unintentional
26705,race,White,?,unintentional
26723,race,White,?,unintentional
26793,race,White,?,unintentional
26860,race,White,?,unintentional
27355,race,White,?,unintentional
27527,race,White,?,unintentional
27724,race,White,?,unintentional
27798,race,White,?,unintentional
27882,race,White,?,unintentional
27920,race,White,?,unintentional
27986,race,White,?,unintentional
28085,race,White,?,unintentional
28366,race,White,?,unintentional
28639,race,White,?,unintentional
28675,race,White,?,unintentional
28704,race,White,?,unintentional
29115,race,White,?,unintentional
29156,race,White,?,unintentional
29287,race,White,?,unintentional
29450,race,White,?,unintentional
29473,race,White,?,unintentional
29476,race,White,?,unintentional
29587,race,White,?,unintentional
30447,race,White,?,unintentional
30779,race,White,?,unintentional
30863,race,Asian-Pac-Islander,?,unintentional
31001,race,Amer-Indian-Eskimo,?,unintentional
31267,race,White,?,unintentional
31374,race,White,?,unintentional
31378,race,White,?,unintentional
31484,race,White,?,unintentional
31596,race,White,?,unintentional
31821,race,White,?,unintentional
32165,race,White,?,unintentional
32237,race,White,?,unintentional
32246,race,White,?,unintentional
32283,race,White,?,unintentional
32301,race,Black,?,unintentional
32305,race,White,?,unintentional
32646,race,White,?,unintentional
32674,race,White,?,unintentional
32742,race,White,?,unintentional
32894,race,White,?,unintentional
33007,race,White,?,unintentional
33017,race,White,?,unintentional
33062,race,White,?,unintentional
33384,race,White,?,unintentional
33436,race,White,?,unintentional
33582,race,White,?,unintentional
33639,race,White,?,unintentional
34012,race,White,?,unintentional
34463,race,White,?,unintentional
34641,race,White,?,unintentional
34694,race,White,?,unintentional
34703,race,White,?,unintentional
34705,race,White,?,unintentional
35192,race,White,?,unintentional
35323,race,White,?,unintentional
35365,race,White,?,unintentional
35514,race,White,?,unintentional
35844,race,White,?,unintentional
36090,race,White,?,unintentional
36145,race,Black,?,unintentional
36266,race,White,?,unintentional
36315,race,White,?,unintentional
36372,race,Amer-Indian-Eskimo,?,unintentional
36467,race,White,?,unintentional
36526,race,White,?,unintentional
36716,race,White,?,unintentional
36871,race,White,?,unintentional
36902,race,Asian-Pac-Islander,?,unintentional
37062,race,White,?,unintentional
37126,race,White,?,unintentional
37220,race,White,?,unintentional
37275,race,White,?,unintentional
37390,race,White,?,unintentional
37506,race,White,?,unintentional
37743,race,Black,?,unintentional
38050,race,White,?,unintentional
38058,race,White,?,unintentional
38256,race,Asian-Pac-Islander,?,unintentional
38309,race,Asian-Pac-Islander,?,unintentional
38437,race,White,?,unintentional
38884,race,White,?,unintentional
38886,race,Black,?,unintentional
38960,race,White,?,unintentional
38998,race,Black,?,unintentional
39108,race,White,?,unintentional
39400,race,White,?,unintentional
39436,race,White,?,unintentional
39600,race,White,?,unintentional
39658,race,White,?,unintentional
39755,race,Asian-Pac-Islander,?,unintentional
39986,race,White,?,unintentional
40144,race,White,?,unintentional
40249,race,White,?,unintentional
40573,race,White,?,unintentional
40610,race,White,?,unintentional
40834,race,White,?,unintentional
40916,race,Black,?,unintentional
41065,race,White,?,unintentional
41103,race,White,?,unintentional
41180,race,White,?,unintentional
41313,race,Black,?,unintentional
41349,race,White,?,unintentional
41629,race,White,?,unintentional
41703,race,White,?,unintentional
41946,race,White,?,unintentional
42388,race,White,?,unintentional
42537,race,White,?,unintentional
42711,race,White,?,unintentional
42827,race,White,?,unintentional
42958,race,White,?,unintentional
42975,race,White,?,unintentional
43161,race,White,?,unintentional
43556,race,White,?,unintentional
43714,race,Asian-Pac-Islander,?,unintentional
43760,race,White,?,unintentional
43878,race,White,?,unintentional
43905,race,Black,?,unintentional
44017,race,White,?,unintentional
44041,race,White,?,unintentional
44083,race,White,?,unintentional
44206,race,White,?,unintentional
44292,race,White,?,unintentional
44359,race,Black,?,unintentional
44412,race,White,?,unintentional
44413,race,White,?,unintentional
44583,race,White,?,unintentional
44617,race,Black,?,unintentional
44653,race,White,?,unintentional
44737,race,White,?,unintentional
44815,race,White,?,unintentional
44831,race,White,?,unintentional
44913,race,White,?,unintentional
44957,race,White,?,unintentional
45105,race,White,?,unintentional
45202,race,White,?,unintentional
45204,race,White,?,unintentional
45347,race,White,?,unintentional
45380,race,White,?,unintentional
45730,race,White,?,unintentional
45778,race,White,?,unintentional
46037,race,White,?,unintentional
46184,race,White,?,unintentional
46827,race,White,?,unintentional
46891,race,White,?,unintentional
46894,race,White,?,unintentional
46965,race,White,?,unintentional
47019,race,White,?,unintentional
47084,race,White,?,unintentional
47251,race,White,?,unintentional
47356,race,White,?,unintentional
47358,race,White,?,unintentional
47466,race,Asian-Pac-Islander,?,unintentional
47967,race,White,?,unintentional
48157,race,White,?,unintentional
48549,race,White,?,unintentional
48603,race,White,?,unintentional
48803,race,White,?,unintentional
48804,race,White,?,unintentional
307,relationship,Own-child,Own[child,unintentional
451,relationship,Husband,Husbans,unintentional
521,relationship,Husband,Hushand,unintentional
571,relationship,Not-in-family,Nof-in-family,unintentional
722,relationship,Not-in-family,Nor-in-family,unintentional
768,relationship,Own-child,Oan-child,unintentional
818,relationship,Not-in-family,Not-ij-family,unintentional
844,relationship,Unmarried,Unmqrried,unintentional
1023,relationship,Not-in-family,Nlt-in-family,unintentional
1056,relationship,Own-child,Own-vhild,unintentional
1082,relationship,Husband,Husvand,unintentional
1259,relationship,Own-child,Own=child,unintentional
1479,relationship,Husband,Husbanr,unintentional
1553,relationship,Own-child,Owm-child,unintentional
1554,relationship,Other-relative,Otger-relative,unintentional
1621,relationship,Husband,Husbajd,unintentional
1630,relationship,Own-child,Owm-child,unintentional
1786,relationship,Wife,Wufe,unintentional
1812,relationship,Not-in-family,Not-un-family,unintentional
1970,relationship,Husband,Husbabd,unintentional
2230,relationship,Own-child,Own[child,unintentional
2362,relationship,Not-in-family,Bot-in-family,unintentional
2394,relationship,Own-child,Own-chilx,unintentional
2448,relationship,Husband,Hjsband,unintentional
2456,relationship,Own-child,Own-chipd,unintentional
2654,relationship,Husband,Husbane,unintentional
2733,relationship,Unmarried,Unmqrried,unintentional
2754,relationship,Not-in-family,Nit-in-family,unintentional
2842,relationship,Husband,Husbznd,unintentional
2883,relationship,Husband,Husbwnd,unintentional
2885,relationship,Husband,Hjsband,unintentional
2891,relationship,Own-child,Osn-child,unintentional
2898,relationship,Not-in-family,Not-in-famioy,unintentional
2946,relationship,Not-in-family,Not-in-fam8ly,unintentional
2965,relationship,Not-in-family,Not-in-fakily,unintentional
3030,relationship,Husband,Yusband,unintentional
3039,relationship,Not-in-family,Not-in-fami.y,unintentional
3052,relationship,Husband,Husnand,unintentional
3311,relationship,Husband,Huaband,unintentional
3362,relationship,Own-child,Own-chilc,unintentional
3373,relationship,Own-child,Own-chuld,unintentional
3450,relationship,Husband,Nusband,unintentional
3587,relationship,Husband,Hysband,unintentional
3701,relationship,Own-child,Own-fhild,unintentional
3796,relationship,Husband,Husbwnd,unintentional
3802,relationship,Own-child,Owm-child,unintentional
3966,relationship,Husband,H7sband,unintentional
4101,relationship,Own-child,Own-chilf,unintentional
4195,relationship,Own-child,Owh-child,unintentional
4210,relationship,Husband,Husnand,unintentional
4248,relationship,Not-in-family,Not-in-familg,unintentional
4269,relationship,Husband,Husbanr,unintentional
4274,relationship,Husband,Hudband,unintentional
4365,relationship,Not-in-family,Not-on-family,unintentional
4440,relationship,Not-in-family,Not-in-fzmily,unintentional
4504,relationship,Not-in-family,Not-in-famipy,unintentional
4750,relationship,Own-child,Iwn-child,unintentional
4836,relationship,Not-in-family,Not=in-family,unintentional
5108,relationship,Own-child,Own-vhild,unintentional
5320,relationship,Not-in-family,Npt-in-family,unintentional
5379,relationship,Husband,Huwband,unintentional
5438,relationship,Own-child,Owb-child,unintentional
5453,relationship,Husband,Husbamd,unintentional
5533,relationship,Own-child,Own-chi;d,unintentional
5694,relationship,Not-in-family,"Not-in-fami,y",unintentional
5895,relationship,Not-in-family,Not-in-fakily,unintentional
6056,relationship,Not-in-family,Not-in-fanily,unintentional
6319,relationship,Not-in-family,Not-kn-family,unintentional
6508,relationship,Husband,Husbsnd,unintentional
6512,relationship,Unmarried,Jnmarried,unintentional
6964,relationship,Husband,Hisband,unintentional
7182,relationship,Not-in-family,Not-in-fam9ly,unintentional
7224,relationship,Not-in-family,Not[in-family,unintentional
7262,relationship,Husband,Husbanr,unintentional
7308,relationship,Husband,Husbanc,unintentional
7336,relationship,Not-in-family,Jot-in-family,unintentional
7416,relationship,Husband,Husvand,unintentional
7506,relationship,Husband,Husbamd,unintentional
7545,relationship,Wife,Qife,unintentional
7592,relationship,Not-in-family,Bot-in-family,unintentional
7624,relationship,Husband,Hudband,unintentional
7629,relationship,Other-relative,Other-relafive,unintentional
7926,relationship,Own-child,Owb-child,unintentional
8016,relationship,Not-in-family,Not-kn-family,unintentional
8274,relationship,Not-in-family,Noy-in-family,unintentional
8432,relationship,Other-relative,Other-relat9ve,unintentional
8501,relationship,Husband,H7sband,unintentional
8668,relationship,Husband,Hushand,unintentional
8815,relationship,Husband,Husbajd,unintentional
8898,relationship,Own-child,Own-cgild,unintentional
8946,relationship,Husband,Husnand,unintentional
9010,relationship,Husband,Husbane,unintentional
9129,relationship,Husband,Huzband,unintentional
9451,relationship,Husband,Husbznd,unintentional
9458,relationship,Own-child,Own-chikd,unintentional
9506,relationship,Own-child,Own-chile,unintentional
9706,relationship,Own-child,Own-vhild,unintentional
9840,relationship,Not-in-family,Not=in-family,unintentional
10273,relationship,Husband,Huxband,unintentional
10274,relationship,Own-child,O2n-child,unintentional
10407,relationship,Husband,Hhsband,unintentional
10598,relationship,Husband,Husvand,unintentional
10685,relationship,Own-child,Own-chilr,unintentional
10880,relationship,Husband,Husnand,unintentional
10990,relationship,Wife,Wofe,unintentional
11120,relationship,Husband,Huxband,unintentional
11407,relationship,Not-in-family,Not-in-famuly,unintentional
11432,relationship,Unmarried,Ummarried,unintentional
11468,relationship,Wife,Wif4,unintentional
11586,relationship,Husband,Husbamd,unintentional
11843,relationship,Husband,Husbamd,unintentional
11964,relationship,Husband,Nusband,unintentional
11990,relationship,Not-in-family,"Not-in-fa,ily",unintentional
12097,relationship,Unmarried,Unmwrried,unintentional
12151,relationship,Husband,Husbahd,unintentional
12183,relationship,Not-in-family,Not-ij-family,unintentional
12242,relationship,Own-child,Own-cjild,unintentional
12386,relationship,Husband,Hjsband,unintentional
12500,relationship,Not-in-family,Not-in-familg,unintentional
12601,relationship,Not-in-family,Not-in-ramily,unintentional
12758,relationship,Unmarried,Uhmarried,unintentional
13066,relationship,Husband,Uusband,unintentional
13173,relationship,Not-in-family,No6-in-family,unintentional
13244,relationship,Not-in-family,"Not-in-fa,ily",unintentional
13249,relationship,Husband,Husnand,unintentional
13264,relationship,Unmarried,Unma5ried,unintentional
13288,relationship,Husband,Husbane,unintentional
13366,relationship,Husband,Husgand,unintentional
13617,relationship,Husband,Huzband,unintentional
13634,relationship,Wife,Qife,unintentional
13664,relationship,Husband,Hjsband,unintentional
13689,relationship,Husband,Husnand,unintentional
13701,relationship,Husband,Jusband,unintentional
13710,relationship,Not-in-family,Not-ih-family,unintentional
13922,relationship,Unmarried,Unmqrried,unintentional
13938,relationship,Other-relative,Other-relat9ve,unintentional
14122,relationship,Not-in-family,Not-inpfamily,unintentional
14299,relationship,Husband,Husbanr,unintentional
14380,relationship,Not-in-family,Not-un-family,unintentional
14382,relationship,Husband,Hudband,unintentional
14395,relationship,Husband,Husbajd,unintentional
14422,relationship,Not-in-family,Not0in-family,unintentional
14616,relationship,Own-child,Own[child,unintentional
14651,relationship,Other-relative,Other0relative,unintentional
15299,relationship,Not-in-family,Not-in[family,unintentional
15413,relationship,Own-child,Own-chilx,unintentional
15499,relationship,Husband,Husgand,unintentional
15704,relationship,Unmarried,Unmatried,unintentional
15889,relationship,Husband,Husnand,unintentional
15964,relationship,Not-in-family,Not-on-family,unintentional
16057,relationship,Unmarried,Jnmarried,unintentional
16125,relationship,Own-child,Own-cuild,unintentional
16715,relationship,Own-child,"Own-chi,d",unintentional
16828,relationship,Husband,Hushand,unintentional
16891,relationship,Not-in-family,No6-in-family,unintentional
17136,relationship,Own-child,Own-chuld,unintentional
17295,relationship,Husband,Husbznd,unintentional
17400,relationship,Husband,Gusband,unintentional
17406,relationship,Own-child,Own0child,unintentional
17699,relationship,Wife,W8fe,unintentional
17753,relationship,Not-in-family,Notpin-family,unintentional
17881,relationship,Husband,Gusband,unintentional
18357,relationship,Unmarried,Unmarri3d,unintentional
18413,relationship,Not-in-family,Not-in-fwmily,unintentional
18505,relationship,Unmarried,Unmarrird,unintentional
18537,relationship,Husband,Husbabd,unintentional
18653,relationship,Husband,Husbsnd,unintentional
18830,relationship,Not-in-family,Not-in-fakily,unintentional
18867,relationship,Not-in-family,Nlt-in-family,unintentional
18919,relationship,Husband,Huwband,unintentional
18932,relationship,Not-in-family,Not-in-famiky,unintentional
19014,relationship,Unmarried,Unmsrried,unintentional
19083,relationship,Husband,Husbznd,unintentional
19147,relationship,Husband,Huzband,unintentional
19162,relationship,Not-in-family,Not-in-fajily,unintentional
19221,relationship,Unmarried,Unma4ried,unintentional
19585,relationship,Unmarried,Unmarriex,unintentional
19694,relationship,Husband,Husbznd,unintentional
19737,relationship,Own-child,Owj-child,unintentional
19755,relationship,Unmarried,Unma4ried,unintentional
19760,relationship,Not-in-family,Not-in-fam9ly,unintentional
19769,relationship,Not-in-family,Hot-in-family,unintentional
19785,relationship,Not-in-family,Bot-in-family,unintentional
19798,relationship,Husband,Yusband,unintentional
19917,relationship,Husband,Husbqnd,unintentional
20148,relationship,Husband,Hushand,unintentional
20226,relationship,Husband,Husbsnd,unintentional
20359,relationship,Own-child,Oqn-child,unintentional
20468,relationship,Unmarried,Unmarr9ed,unintentional
20554,relationship,Unmarried,Unmar5ied,unintentional
20641,relationship,Own-child,Own-chikd,unintentional
20802,relationship,Husband,Hysband,unintentional
20892,relationship,Husband,Husbanx,unintentional
20916,relationship,Own-child,Own-chi;d,unintentional
21041,relationship,Not-in-family,Not=in-family,unintentional
21167,relationship,Unmarried,Unmarridd,unintentional
21196,relationship,Own-child,Pwn-child,unintentional
21278,relationship,Husband,Husbans,unintentional
21342,relationship,Own-child,Kwn-child,unintentional
21356,relationship,Wife,Wive,unintentional
21394,relationship,Unmarried,Unmartied,unintentional
21496,relationship,Husband,Husbanf,unintentional
21600,relationship,Husband,Nusband,unintentional
21889,relationship,Unmarried,Unma4ried,unintentional
21897,relationship,Own-child,Own-chile,unintentional
22043,relationship,Husband,Husbqnd,unintentional
22110,relationship,Own-child,Own-chi.d,unintentional
22283,relationship,Wife,Wofe,unintentional
22691,relationship,Own-child,Own-chiod,unintentional
22707,relationship,Husband,Husbabd,unintentional
22794,relationship,Husband,Husbznd,unintentional
23046,relationship,Husband,Uusband,unintentional
23050,relationship,Husband,H7sband,unintentional
23320,relationship,Not-in-family,Not-in-fam9ly,unintentional
23324,relationship,Unmarried,Unmarriwd,unintentional
23381,relationship,Husband,Hushand,unintentional
23398,relationship,Husband,H8sband,unintentional
23418,relationship,Other-relative,Other-relatibe,unintentional
23484,relationship,Husband,Gusband,unintentional
23771,relationship,Husband,Hudband,unintentional
24109,relationship,Not-in-family,Not-in-familg,unintentional
24120,relationship,Not-in-family,Not-on-family,unintentional
24205,relationship,Not-in-family,Nkt-in-family,unintentional
24427,relationship,Own-child,Ownpchild,unintentional
24489,relationship,Husband,Husgand,unintentional
24501,relationship,Wife,Eife,unintentional
24726,relationship,Own-child,Own-cbild,unintentional
25231,relationship,Not-in-family,Not[in-family,unintentional
25283,relationship,Not-in-family,Not-in-fqmily,unintentional
25964,relationship,Husband,Husbanf,unintentional
26078,relationship,Husband,Husbans,unintentional
26334,relationship,Husband,Husbajd,unintentional
26765,relationship,Own-child,Own-chipd,unintentional
26767,relationship,Not-in-family,Npt-in-family,unintentional
26885,relationship,Husband,Husbamd,unintentional
26887,relationship,Husband,Husbanf,unintentional
26899,relationship,Husband,Hjsband,unintentional
27052,relationship,Husband,Hisband,unintentional
27074,relationship,Husband,Huxband,unintentional
27616,relationship,Husband,Husvand,unintentional
27754,relationship,Not-in-family,Not-in-fami.y,unintentional
27792,relationship,Husband,H8sband,unintentional
27906,relationship,Husband,Hisband,unintentional
28208,relationship,Wife,Aife,unintentional
28235,relationship,Not-in-family,Not-9n-family,unintentional
28447,relationship,Unmarried,Unmarrird,unintentional
28507,relationship,Husband,Hushand,unintentional
28521,relationship,Not-in-family,Not0in-family,unintentional
28573,relationship,Own-child,Owh-child,unintentional
28710,relationship,Husband,Husgand,unintentional
28776,relationship,Unmarried,Unmarriee,unintentional
28867,relationship,Not-in-family,Nog-in-family,unintentional
28873,relationship,Other-relative,Orher-relative,unintentional
28884,relationship,Not-in-family,Not-in=family,unintentional
28940,relationship,Husband,Husbane,unintentional
28945,relationship,Own-child,Own-chuld,unintentional
28965,relationship,Own-child,Own-cnild,unintentional
29337,relationship,Own-child,Own-cuild,unintentional
29679,relationship,Husband,Husbahd,unintentional
29864,relationship,Not-in-family,Not-in-famipy,unintentional
29956,relationship,Husband,Husgand,unintentional
30016,relationship,Husband,Hhsband,unintentional
30153,relationship,Other-relative,Other-relatife,unintentional
30300,relationship,Husband,Husbabd,unintentional
30506,relationship,Husband,Nusband,unintentional
30512,relationship,Own-child,Own-fhild,unintentional
30756,relationship,Own-child,Owj-child,unintentional
30845,relationship,Unmarried,Unmarrird,unintentional
30877,relationship,Husband,Husbans,unintentional
30895,relationship,Own-child,Own-dhild,unintentional
30910,relationship,Husband,Husbwnd,unintentional
30920,relationship,Not-in-family,No6-in-family,unintentional
31072,relationship,Husband,H8sband,unintentional
31175,relationship,Not-in-family,Nkt-in-family,unintentional
31179,relationship,Husband,Husbwnd,unintentional
31311,relationship,Own-child,Own-chilc,unintentional
31345,relationship,Own-child,Owh-child,unintentional
31744,relationship,Unmarried,Unmarrief,unintentional
31790,relationship,Husband,Huzband,unintentional
31915,relationship,Husband,Hjsband,unintentional
32090,relationship,Husband,Husbamd,unintentional
32147,relationship,Own-child,Own-fhild,unintentional
32319,relationship,Not-in-family,Not-in-familg,unintentional
32344,relationship,Husband,Husbahd,unintentional
32363,relationship,Not-in-family,Not-ib-family,unintentional
32449,relationship,Not-in-family,Nkt-in-family,unintentional
32543,relationship,Own-child,Own-chils,unintentional
32910,relationship,Husband,Husbznd,unintentional
33172,relationship,Own-child,Iwn-child,unintentional
33307,relationship,Own-child,Own-chold,unintentional
33420,relationship,Not-in-family,Not-in-gamily,unintentional
34197,relationship,Not-in-family,Not-in[family,unintentional
34271,relationship,Not-in-family,Not-in-famil6,unintentional
34330,relationship,Husband,Husbanc,unintentional
34480,relationship,Husband,Husvand,unintentional
34501,relationship,Unmarried,Unmar4ied,unintentional
34531,relationship,Not-in-family,Not-in-fam8ly,unintentional
34534,relationship,Other-relative,Other-rela5ive,unintentional
34590,relationship,Husband,Husbajd,unintentional
34790,relationship,Other-relative,Other-eelative,unintentional
34956,relationship,Wife,Aife,unintentional
35081,relationship,Own-child,Own-fhild,unintentional
35246,relationship,Not-in-family,Not-in-ramily,unintentional
35526,relationship,Husband,Huzband,unintentional
35598,relationship,Not-in-family,Mot-in-family,unintentional
35801,relationship,Husband,Husbanc,unintentional
35808,relationship,Unmarried,Unmarriee,unintentional
35908,relationship,Husband,Jusband,unintentional
36022,relationship,Not-in-family,Nor-in-family,unintentional
36093,relationship,Not-in-family,Not-in-vamily,unintentional
36370,relationship,Husband,Hhsband,unintentional
36512,relationship,Not-in-family,Nof-in-family,unintentional
36561,relationship,Not-in-family,Not-in-fwmily,unintentional
36594,relationship,Own-child,Osn-child,unintentional
36916,relationship,Not-in-family,Not-in=family,unintentional
37213,relationship,Husband,Huxband,unintentional
37335,relationship,Husband,Husbabd,unintentional
37351,relationship,Own-child,Own-chjld,unintentional
37408,relationship,Husband,Hhsband,unintentional
37479,relationship,Husband,Hjsband,unintentional
37693,relationship,Husband,Husbajd,unintentional
37747,relationship,Unmarried,Uhmarried,unintentional
37762,relationship,Husband,Hushand,unintentional
37817,relationship,Not-in-family,Not-ij-family,unintentional
38063,relationship,Husband,Husbahd,unintentional
38075,relationship,Own-child,Own-chile,unintentional
38270,relationship,Own-child,Own-fhild,unintentional
38283,relationship,Unmarried,Jnmarried,unintentional
38440,relationship,Own-child,Own-chipd,unintentional
38526,relationship,Husband,Hudband,unintentional
38560,relationship,Husband,Hushand,unintentional
38828,relationship,Husband,Husbwnd,unintentional
38933,relationship,Other-relative,Othet-relative,unintentional
39062,relationship,Not-in-family,Mot-in-family,unintentional
39086,relationship,Unmarried,Unmsrried,unintentional
39192,relationship,Own-child,Own-chikd,unintentional
39386,relationship,Not-in-family,Not-im-family,unintentional
39707,relationship,Husband,Hudband,unintentional
39795,relationship,Unmarried,Unmarriwd,unintentional
40137,relationship,Own-child,Own-cyild,unintentional
40438,relationship,Not-in-family,Not-in-fam9ly,unintentional
40553,relationship,Husband,H8sband,unintentional
40586,relationship,Not-in-family,Not-in-familg,unintentional
40597,relationship,Husband,Husbamd,unintentional
40620,relationship,Husband,Hysband,unintentional
40849,relationship,Not-in-family,"Not-in-fa,ily",unintentional
40866,relationship,Own-child,Own-chile,unintentional
41148,relationship,Not-in-family,Not-in-famipy,unintentional
41183,relationship,Husband,Husbajd,unintentional
41417,relationship,Not-in-family,Not-in-fajily,unintentional
41501,relationship,Other-relative,Other-r3lative,unintentional
41531,relationship,Husband,Husbahd,unintentional
41626,relationship,Husband,Husbanr,unintentional
41644,relationship,Other-relative,Othwr-relative,unintentional
41652,relationship,Husband,Nusband,unintentional
41690,relationship,Own-child,Oqn-child,unintentional
41804,relationship,Not-in-family,Not-ij-family,unintentional
41981,relationship,Own-child,Pwn-child,unintentional
42023,relationship,Husband,Husbanf,unintentional
42646,relationship,Husband,Yusband,unintentional
42686,relationship,Husband,Husvand,unintentional
42799,relationship,Unmarried,Unmwrried,unintentional
42812,relationship,Husband,Husbabd,unintentional
42999,relationship,Unmarried,Unmwrried,unintentional
43172,relationship,Not-in-family,Not-inpfamily,unintentional
43189,relationship,Own-child,Own=child,unintentional
43224,relationship,Husband,Yusband,unintentional
43413,relationship,Husband,Jusband,unintentional
43431,relationship,Wife,Wifw,unintentional
43512,relationship,Own-child,O2n-child,unintentional
43732,relationship,Own-child,Own-chipd,unintentional
43775,relationship,Husband,Hysband,unintentional
43784,relationship,Not-in-family,Not-in-familh,unintentional
43935,relationship,Husband,Hjsband,unintentional
44011,relationship,Unmarried,Unmarri4d,unintentional
44291,relationship,Not-in-family,Not-in-tamily,unintentional
44355,relationship,Not-in-family,No6-in-family,unintentional
44367,relationship,Unmarried,Unmaeried,unintentional
44407,relationship,Husband,Husbsnd,unintentional
44441,relationship,Husband,Hudband,unintentional
44519,relationship,Unmarried,Unmarri3d,unintentional
44626,relationship,Not-in-family,Not-in-fanily,unintentional
44645,relationship,Husband,Busband,unintentional
44936,relationship,Not-in-family,Notpin-family,unintentional
44947,relationship,Unmarried,Unmareied,unintentional
45154,relationship,Not-in-family,Not-im-family,unintentional
45165,relationship,Other-relative,Other-relayive,unintentional
45389,relationship,Own-child,Own-vhild,unintentional
