manip_index,correct_index,feature,ground_truth,predicted,mismatch_type,record_value,correct_value
11362,3787,capital-loss,-1,1,FP,300.0,0
11371,3790,capital-loss,-1,1,FP,300.0,0
11515,3838,capital-loss,-1,1,FP,300.0,0
11593,3864,capital-loss,-1,1,FP,300.0,0
11626,3875,capital-loss,-1,1,FP,300.0,0
11635,3878,capital-loss,-1,1,FP,400.0,0
11680,3893,capital-loss,-1,1,FP,300.0,0
11692,3897,capital-loss,-1,1,FP,0.0,0
11770,3923,capital-loss,-1,1,FP,300.0,0
11788,3929,capital-loss,-1,1,FP,300.0,0
11794,3931,capital-loss,-1,1,FP,3000.0,0
11831,3943,capital-loss,-1,1,FP,0.0,0
11836,3945,capital-loss,-1,1,FP,300.0,0
11842,3947,capital-loss,-1,1,FP,300.0,0
11866,3955,capital-loss,-1,1,FP,300.0,0
11884,3961,capital-loss,-1,1,FP,300.0,0
11920,3973,capital-loss,-1,1,FP,300.0,0
11992,3997,capital-loss,-1,1,FP,30.0,0
12115,4038,capital-loss,-1,1,FP,300.0,0
12121,4040,capital-loss,-1,1,FP,300.0,0
12127,4042,capital-loss,-1,1,FP,300.0,0
12166,4055,capital-loss,-1,1,FP,300.0,0
12184,4061,capital-loss,-1,1,FP,300.0,0
12193,4064,capital-loss,-1,1,FP,300.0,0
12206,4068,capital-loss,1,-1,FN,-1672.0,1672
12274,4091,capital-loss,-1,1,FP,300.0,0
12289,4096,capital-loss,-1,1,FP,300.0,0
12319,4106,capital-loss,-1,1,FP,300.0,0
12337,4112,capital-loss,-1,1,FP,300.0,0
12368,4122,capital-loss,-1,1,FP,300.0,0
12376,4125,capital-loss,-1,1,FP,300.0,0
12425,4141,capital-loss,-1,1,FP,40.0,0
12523,4174,capital-loss,-1,1,FP,1840.0,1408
12542,4180,capital-loss,-1,1,FP,0.0,0
12547,4182,capital-loss,-1,1,FP,300.0,0
12583,4194,capital-loss,-1,1,FP,300.0,0
12613,4204,capital-loss,1,-1,FN,-1000.0,0
12622,4207,capital-loss,-1,1,FP,300.0,0
12631,4210,capital-loss,-1,1,FP,0.0,0
12676,4225,capital-loss,-1,1,FP,300.0,0
12682,4227,capital-loss,-1,1,FP,300.0,0
12812,4270,capital-loss,-1,1,FP,4356.0,0
12832,4277,capital-loss,-1,1,FP,300.0,0
12835,4278,capital-loss,-1,1,FP,300.0,0
12838,4279,capital-loss,-1,1,FP,300.0,0
12862,4287,capital-loss,-1,1,FP,0.0,0
13072,4357,capital-loss,-1,1,FP,300.0,0
13129,4376,capital-loss,-1,1,FP,30.0,0
13132,4377,capital-loss,-1,1,FP,300.0,0
13166,4388,capital-loss,-1,1,FP,3000.0,0
13219,4406,capital-loss,-1,1,FP,30.0,0
13228,4409,capital-loss,-1,1,FP,300.0,0
13279,4426,capital-loss,-1,1,FP,300.0,0
13303,4434,capital-loss,-1,1,FP,300.0,0
13309,4436,capital-loss,-1,1,FP,30.0,0
13333,4444,capital-loss,-1,1,FP,300.0,0
13390,4463,capital-loss,-1,1,FP,300.0,0
13393,4464,capital-loss,-1,1,FP,300.0,0
13405,4468,capital-loss,-1,1,FP,190.0,1902
13429,4476,capital-loss,-1,1,FP,1470.0,1740
13489,4496,capital-loss,-1,1,FP,300.0,0
13516,4505,capital-loss,-1,1,FP,300.0,0
13661,4553,capital-loss,-1,1,FP,30.0,0
13666,4555,capital-loss,-1,1,FP,300.0,0
13699,4566,capital-loss,-1,1,FP,300.0,0
13825,4608,capital-loss,-1,1,FP,300.0,0
13831,4610,capital-loss,-1,1,FP,300.0,0
13834,4611,capital-loss,-1,1,FP,300.0,0
13861,4620,capital-loss,-1,1,FP,0.0,0
13867,4622,capital-loss,-1,1,FP,300.0,0
13900,4633,capital-loss,-1,1,FP,300.0,0
13921,4640,capital-loss,-1,1,FP,300.0,0
13924,4641,capital-loss,-1,1,FP,300.0,0
13942,4647,capital-loss,-1,1,FP,300.0,0
13960,4653,capital-loss,-1,1,FP,300.0,0
13990,4663,capital-loss,-1,1,FP,300.0,0
14008,4669,capital-loss,-1,1,FP,300.0,0
14026,4675,capital-loss,-1,1,FP,300.0,0
14140,4713,capital-loss,-1,1,FP,300.0,0
14188,4729,capital-loss,-1,1,FP,400.0,0
14189,4729,capital-loss,-1,1,FP,4000.0,0
14197,4732,capital-loss,-1,1,FP,300.0,0
14281,4760,capital-loss,-1,1,FP,300.0,0
14314,4771,capital-loss,-1,1,FP,300.0,0
14344,4781,capital-loss,-1,1,FP,300.0,0
14431,4810,capital-loss,-1,1,FP,300.0,0
14581,4860,capital-loss,-1,1,FP,300.0,0
14588,4862,capital-loss,-1,1,FP,300.0,0
14599,4866,capital-loss,-1,1,FP,300.0,0
14602,4867,capital-loss,-1,1,FP,30.0,0
14605,4868,capital-loss,-1,1,FP,0.0,0
14650,4883,capital-loss,-1,1,FP,300.0,0
14674,4891,capital-loss,-1,1,FP,300.0,0
14698,4899,capital-loss,-1,1,FP,300.0,0
14716,4905,capital-loss,-1,1,FP,300.0,0
14779,4926,capital-loss,-1,1,FP,300.0,0
14857,4952,capital-loss,-1,1,FP,300.0,0
14944,4981,capital-loss,-1,1,FP,300.0,0
14947,4982,capital-loss,-1,1,FP,300.0,0
14950,4983,capital-loss,-1,1,FP,300.0,0
15031,5010,capital-loss,-1,1,FP,30.0,0
15091,5030,capital-loss,-1,1,FP,300.0,0
15139,5046,capital-loss,-1,1,FP,30.0,0
15172,5057,capital-loss,-1,1,FP,30.0,0
15223,5074,capital-loss,-1,1,FP,3000.0,0
15292,5097,capital-loss,-1,1,FP,300.0,0
15301,5100,capital-loss,-1,1,FP,300.0,0
15337,5112,capital-loss,-1,1,FP,300.0,0
15400,5133,capital-loss,-1,1,FP,300.0,0
15430,5143,capital-loss,-1,1,FP,300.0,0
15436,5145,capital-loss,-1,1,FP,300.0,0
15448,5149,capital-loss,-1,1,FP,300.0,0
15475,5158,capital-loss,-1,1,FP,300.0,0
15511,5170,capital-loss,-1,1,FP,1267.0,1672
15512,5170,capital-loss,-1,1,FP,167.0,1672
15514,5171,capital-loss,-1,1,FP,300.0,0
15532,5177,capital-loss,-1,1,FP,30.0,0
15541,5180,capital-loss,-1,1,FP,300.0,0
15571,5190,capital-loss,1,-1,FN,1603.0,2603
15580,5193,capital-loss,-1,1,FP,300.0,0
15616,5205,capital-loss,-1,1,FP,3000.0,0
15658,5219,capital-loss,-1,1,FP,300.0,0
15676,5225,capital-loss,-1,1,FP,300.0,0
15691,5230,capital-loss,-1,1,FP,300.0,0
15709,5236,capital-loss,-1,1,FP,3546.0,0
15883,5294,capital-loss,-1,1,FP,300.0,0
15898,5299,capital-loss,-1,1,FP,300.0,0
15904,5301,capital-loss,-1,1,FP,0.0,0
15905,5301,capital-loss,-1,1,FP,,0
15928,5309,capital-loss,-1,1,FP,1470.0,1740
15929,5309,capital-loss,-1,1,FP,174.0,1740
15964,5321,capital-loss,-1,1,FP,30.0,0
16012,5337,capital-loss,-1,1,FP,300.0,0
16036,5345,capital-loss,-1,1,FP,300.0,0
16045,5348,capital-loss,-1,1,FP,300.0,0
16072,5357,capital-loss,-1,1,FP,300.0,0
16093,5364,capital-loss,-1,1,FP,300.0,0
16141,5380,capital-loss,-1,1,FP,300.0,0
16223,5407,capital-loss,-1,1,FP,0.0,0
16234,5411,capital-loss,-1,1,FP,192.0,1902
16261,5420,capital-loss,-1,1,FP,30.0,0
16267,5422,capital-loss,-1,1,FP,300.0,0
16280,5426,capital-loss,-1,1,FP,10.0,0
16339,5446,capital-loss,-1,1,FP,300.0,0
16354,5451,capital-loss,-1,1,FP,300.0,0
16372,5457,capital-loss,-1,1,FP,5259.0,2559
16399,5466,capital-loss,-1,1,FP,300.0,0
16429,5476,capital-loss,-1,1,FP,30.0,0
16444,5481,capital-loss,-1,1,FP,3000.0,0
16473,5491,capital-loss,-1,1,FP,197.0,1977
16486,5495,capital-loss,-1,1,FP,300.0,0
16507,5502,capital-loss,-1,1,FP,300.0,0
16519,5506,capital-loss,-1,1,FP,300.0,0
16543,5514,capital-loss,-1,1,FP,300.0,0
16556,5518,capital-loss,-1,1,FP,30.0,0
16588,5529,capital-loss,-1,1,FP,300.0,0
16591,5530,capital-loss,-1,1,FP,3000.0,0
16612,5537,capital-loss,-1,1,FP,0.0,0
16642,5547,capital-loss,-1,1,FP,0.0,0
16660,5553,capital-loss,-1,1,FP,30.0,0
16699,5566,capital-loss,-1,1,FP,30.0,0
16726,5575,capital-loss,-1,1,FP,300.0,0
16747,5582,capital-loss,-1,1,FP,0.0,0
16873,5624,capital-loss,-1,1,FP,300.0,0
16900,5633,capital-loss,-1,1,FP,300.0,0
17005,5668,capital-loss,1,-1,FN,1000.0,1876
17138,5712,capital-loss,1,-1,FN,-1000.0,0
17150,5716,capital-loss,1,-1,FN,-1000.0,0
17224,5741,capital-loss,-1,1,FP,300.0,0
17228,5742,capital-loss,-1,1,FP,15640.0,1564
17245,5748,capital-loss,-1,1,FP,300.0,0
17260,5753,capital-loss,-1,1,FP,300.0,0
17296,5765,capital-loss,-1,1,FP,300.0,0
17357,5785,capital-loss,-1,1,FP,3000.0,0
17420,5806,capital-loss,-1,1,FP,300.0,0
17455,5818,capital-loss,-1,1,FP,300.0,0
17458,5819,capital-loss,-1,1,FP,30.0,0
17521,5840,capital-loss,-1,1,FP,300.0,0
17542,5847,capital-loss,-1,1,FP,300.0,0
17560,5853,capital-loss,-1,1,FP,300.0,0
17695,5898,capital-loss,-1,1,FP,300.0,0
17701,5900,capital-loss,-1,1,FP,300.0,0
17821,5940,capital-loss,-1,1,FP,300.0,0
17827,5942,capital-loss,-1,1,FP,300.0,0
17911,5970,capital-loss,-1,1,FP,300.0,0
17923,5974,capital-loss,-1,1,FP,300.0,0
17996,5998,capital-loss,-1,1,FP,190.0,1902
18007,6002,capital-loss,-1,1,FP,30.0,0
18010,6003,capital-loss,-1,1,FP,300.0,0
18016,6005,capital-loss,-1,1,FP,300.0,0
18067,6022,capital-loss,-1,1,FP,300.0,0
18094,6031,capital-loss,-1,1,FP,30.0,0
18124,6041,capital-loss,-1,1,FP,300.0,0
18151,6050,capital-loss,-1,1,FP,1000.0,0
18187,6062,capital-loss,-1,1,FP,300.0,0
18193,6064,capital-loss,-1,1,FP,30.0,0
18199,6066,capital-loss,-1,1,FP,300.0,0
18233,6077,capital-loss,-1,1,FP,43560.0,0
18241,6080,capital-loss,-1,1,FP,300.0,0
18292,6097,capital-loss,-1,1,FP,0.0,0
18301,6100,capital-loss,-1,1,FP,300.0,0
18364,6121,capital-loss,-1,1,FP,30.0,0
18376,6125,capital-loss,-1,1,FP,300.0,0
18379,6126,capital-loss,-1,1,FP,1290.0,1902
18436,6145,capital-loss,-1,1,FP,300.0,0
18460,6153,capital-loss,-1,1,FP,300.0,0
18475,6158,capital-loss,-1,1,FP,300.0,0
18481,6160,capital-loss,-1,1,FP,300.0,0
18563,6187,capital-loss,-1,1,FP,4356.0,0
18709,6236,capital-loss,-1,1,FP,300.0,0
18713,6237,capital-loss,-1,1,FP,300.0,0
18793,6264,capital-loss,-1,1,FP,300.0,0
18826,6275,capital-loss,-1,1,FP,300.0,0
18850,6283,capital-loss,-1,1,FP,300.0,0
18871,6290,capital-loss,-1,1,FP,300.0,0
18874,6291,capital-loss,-1,1,FP,156.0,1651
18940,6313,capital-loss,-1,1,FP,300.0,0
18985,6328,capital-loss,-1,1,FP,300.0,0
18991,6330,capital-loss,-1,1,FP,300.0,0
19003,6334,capital-loss,-1,1,FP,300.0,0
19051,6350,capital-loss,-1,1,FP,300.0,0
19057,6352,capital-loss,-1,1,FP,300.0,0
19060,6353,capital-loss,-1,1,FP,0.0,0
19084,6361,capital-loss,-1,1,FP,300.0,0
19117,6372,capital-loss,-1,1,FP,30.0,0
19129,6376,capital-loss,-1,1,FP,300.0,0
19138,6379,capital-loss,-1,1,FP,300.0,0
19183,6394,capital-loss,-1,1,FP,30.0,0
19195,6398,capital-loss,-1,1,FP,300.0,0
19198,6399,capital-loss,-1,1,FP,300.0,0
19240,6413,capital-loss,-1,1,FP,300.0,0
19262,6420,capital-loss,-1,1,FP,300.0,0
19268,6422,capital-loss,-1,1,FP,4356.0,0
19279,6426,capital-loss,-1,1,FP,300.0,0
19306,6435,capital-loss,-1,1,FP,300.0,0
19319,6439,capital-loss,1,-1,FN,-1000.0,0
19363,6454,capital-loss,-1,1,FP,300.0,0
19366,6455,capital-loss,-1,1,FP,300.0,0
19396,6465,capital-loss,-1,1,FP,0.0,0
19474,6491,capital-loss,-1,1,FP,300.0,0
19498,6499,capital-loss,-1,1,FP,300.0,0
8,2,hours-per-week,-1,1,FP,555,55
26,8,hours-per-week,-1,1,FP,400,40
47,15,hours-per-week,-1,1,FP,255,25
65,21,hours-per-week,-1,1,FP,48,40
71,23,hours-per-week,1,-1,FN,34,30
74,24,hours-per-week,-1,1,FP,480,48
83,27,hours-per-week,-1,1,FP,48,40
95,31,hours-per-week,-1,1,FP,400,40
101,33,hours-per-week,-1,1,FP,200,20
131,43,hours-per-week,-1,1,FP,161,16
181,60,hours-per-week,-1,1,FP,4,40
211,70,hours-per-week,-1,1,FP,4,40
245,81,hours-per-week,-1,1,FP,48,40
247,82,hours-per-week,-1,1,FP,403,40
262,87,hours-per-week,-1,1,FP,4,40
269,89,hours-per-week,-1,1,FP,52,25
272,90,hours-per-week,-1,1,FP,500,50
278,92,hours-per-week,-1,1,FP,51,15
299,99,hours-per-week,1,-1,FN,44,40
344,114,hours-per-week,-1,1,FP,52,25
356,118,hours-per-week,-1,1,FP,400,40
368,122,hours-per-week,-1,1,FP,350,35
386,128,hours-per-week,-1,1,FP,555,55
398,132,hours-per-week,-1,1,FP,400,40
401,133,hours-per-week,-1,1,FP,53,35
476,158,hours-per-week,1,-1,FN,44,40
521,173,hours-per-week,-1,1,FP,655,65
535,178,hours-per-week,-1,1,FP,53,35
563,187,hours-per-week,-1,1,FP,222,22
574,191,hours-per-week,-1,1,FP,555,55
577,192,hours-per-week,-1,1,FP,44,40
587,195,hours-per-week,-1,1,FP,500,50
593,197,hours-per-week,-1,1,FP,222,22
646,215,hours-per-week,-1,1,FP,4,40
650,216,hours-per-week,-1,1,FP,383,38
722,240,hours-per-week,-1,1,FP,350,35
736,245,hours-per-week,-1,1,FP,34,40
755,251,hours-per-week,-1,1,FP,83,38
776,258,hours-per-week,-1,1,FP,500,50
784,261,hours-per-week,-1,1,FP,8,38
788,262,hours-per-week,-1,1,FP,320,32
806,268,hours-per-week,-1,1,FP,455,45
812,270,hours-per-week,-1,1,FP,600,60
815,271,hours-per-week,-1,1,FP,400,40
818,272,hours-per-week,-1,1,FP,555,55
829,276,hours-per-week,-1,1,FP,66,60
833,277,hours-per-week,-1,1,FP,400,40
839,279,hours-per-week,-1,1,FP,603,60
847,282,hours-per-week,-1,1,FP,66,60
854,284,hours-per-week,-1,1,FP,500,50
856,285,hours-per-week,-1,1,FP,400,40
860,286,hours-per-week,-1,1,FP,383,38
869,289,hours-per-week,-1,1,FP,400,40
898,299,hours-per-week,-1,1,FP,54,45
941,313,hours-per-week,-1,1,FP,400,40
956,318,hours-per-week,1,-1,FN,44,40
965,321,hours-per-week,-1,1,FP,353,35
989,329,hours-per-week,-1,1,FP,500,50
1019,339,hours-per-week,-1,1,FP,600,60
1031,343,hours-per-week,-1,1,FP,60,6
1037,345,hours-per-week,-1,1,FP,54,45
1063,354,hours-per-week,1,-1,FN,50,45
1094,364,hours-per-week,-1,1,FP,73,37
1108,369,hours-per-week,-1,1,FP,200,20
1121,373,hours-per-week,-1,1,FP,750,75
1129,376,hours-per-week,-1,1,FP,48,40
1154,384,hours-per-week,-1,1,FP,400,40
1180,393,hours-per-week,-1,1,FP,84,48
1205,401,hours-per-week,1,-1,FN,44,40
1217,405,hours-per-week,-1,1,FP,400,40
1219,406,hours-per-week,-1,1,FP,400,40
1229,409,hours-per-week,-1,1,FP,44,40
1243,414,hours-per-week,-1,1,FP,54,45
1310,436,hours-per-week,-1,1,FP,400,40
1313,437,hours-per-week,-1,1,FP,45,40
1319,439,hours-per-week,-1,1,FP,84,48
1325,441,hours-per-week,-1,1,FP,22,2
1340,446,hours-per-week,-1,1,FP,28,20
1355,451,hours-per-week,-1,1,FP,200,20
1366,455,hours-per-week,-1,1,FP,200,20
1382,460,hours-per-week,-1,1,FP,45,40
1394,464,hours-per-week,1,-1,FN,44,40
1415,471,hours-per-week,-1,1,FP,400,40
1445,481,hours-per-week,-1,1,FP,50,5
1462,487,hours-per-week,-1,1,FP,58,50
1466,488,hours-per-week,-1,1,FP,52,25
1478,492,hours-per-week,1,-1,FN,64,60
1484,494,hours-per-week,1,-1,FN,44,40
1487,495,hours-per-week,-1,1,FP,653,65
1507,502,hours-per-week,-1,1,FP,60,40
1516,505,hours-per-week,-1,1,FP,400,40
1525,508,hours-per-week,-1,1,FP,440,40
1550,516,hours-per-week,-1,1,FP,400,40
1570,523,hours-per-week,-1,1,FP,353,35
1579,526,hours-per-week,-1,1,FP,44,40
1592,530,hours-per-week,-1,1,FP,4,40
1601,533,hours-per-week,-1,1,FP,500,50
1610,536,hours-per-week,1,-1,FN,54,50
1628,542,hours-per-week,-1,1,FP,555,55
1649,549,hours-per-week,-1,1,FP,45,40
1658,552,hours-per-week,-1,1,FP,51,15
1667,555,hours-per-week,-1,1,FP,700,70
1694,564,hours-per-week,-1,1,FP,61,16
1706,568,hours-per-week,-1,1,FP,400,40
1724,574,hours-per-week,-1,1,FP,400,40
1748,582,hours-per-week,-1,1,FP,455,45
1750,583,hours-per-week,-1,1,FP,500,50
1772,590,hours-per-week,-1,1,FP,200,20
1789,596,hours-per-week,-1,1,FP,45,40
1811,603,hours-per-week,-1,1,FP,54,45
1829,609,hours-per-week,-1,1,FP,400,40
1850,616,hours-per-week,-1,1,FP,373,37
1879,626,hours-per-week,-1,1,FP,500,50
1913,637,hours-per-week,-1,1,FP,270,27
1916,638,hours-per-week,-1,1,FP,600,60
1949,649,hours-per-week,-1,1,FP,500,50
1988,662,hours-per-week,-1,1,FP,3,34
1999,666,hours-per-week,-1,1,FP,403,40
2003,667,hours-per-week,-1,1,FP,555,55
2014,671,hours-per-week,-1,1,FP,200,20
2020,673,hours-per-week,-1,1,FP,48,40
2033,677,hours-per-week,-1,1,FP,363,36
2045,681,hours-per-week,-1,1,FP,51,15
2054,684,hours-per-week,-1,1,FP,63,36
2056,685,hours-per-week,-1,1,FP,51,15
2066,688,hours-per-week,-1,1,FP,455,45
2078,692,hours-per-week,-1,1,FP,350,35
2117,705,hours-per-week,-1,1,FP,52,25
2138,712,hours-per-week,1,-1,FN,44,40
2158,719,hours-per-week,-1,1,FP,54,45
2162,720,hours-per-week,-1,1,FP,500,50
2168,722,hours-per-week,1,-1,FN,44,40
2192,730,hours-per-week,-1,1,FP,400,40
2197,732,hours-per-week,-1,1,FP,55,50
2201,733,hours-per-week,-1,1,FP,400,40
2207,735,hours-per-week,-1,1,FP,400,40
2236,745,hours-per-week,-1,1,FP,300,30
2246,748,hours-per-week,-1,1,FP,52,25
2251,750,hours-per-week,-1,1,FP,700,70
2278,759,hours-per-week,-1,1,FP,84,48
2309,769,hours-per-week,-1,1,FP,400,40
2311,770,hours-per-week,-1,1,FP,84,48
2342,780,hours-per-week,-1,1,FP,400,40
2348,782,hours-per-week,-1,1,FP,453,45
2354,784,hours-per-week,-1,1,FP,400,40
2375,791,hours-per-week,-1,1,FP,5,50
2408,802,hours-per-week,-1,1,FP,400,40
2411,803,hours-per-week,-1,1,FP,42,40
2429,809,hours-per-week,-1,1,FP,280,28
2443,814,hours-per-week,-1,1,FP,44,40
2522,840,hours-per-week,-1,1,FP,440,40
2578,859,hours-per-week,-1,1,FP,84,48
2594,864,hours-per-week,-1,1,FP,460,46
2600,866,hours-per-week,1,-1,FN,60,56
2612,870,hours-per-week,-1,1,FP,400,40
2618,872,hours-per-week,1,-1,FN,44,40
2633,877,hours-per-week,1,-1,FN,12,4
2673,891,hours-per-week,-1,1,FP,563,56
2675,891,hours-per-week,1,-1,FN,62,56
2687,895,hours-per-week,-1,1,FP,400,40
2708,902,hours-per-week,-1,1,FP,505,50
2729,909,hours-per-week,-1,1,FP,66,60
2741,913,hours-per-week,-1,1,FP,999,99
2744,914,hours-per-week,-1,1,FP,500,50
2753,917,hours-per-week,-1,1,FP,500,50
2761,920,hours-per-week,-1,1,FP,600,60
2764,921,hours-per-week,-1,1,FP,4,40
2771,923,hours-per-week,-1,1,FP,400,40
2779,926,hours-per-week,1,-1,FN,44,40
2783,927,hours-per-week,-1,1,FP,600,60
2795,931,hours-per-week,-1,1,FP,400,40
2831,943,hours-per-week,-1,1,FP,400,40
2858,952,hours-per-week,-1,1,FP,600,60
2861,953,hours-per-week,-1,1,FP,400,40
2885,961,hours-per-week,-1,1,FP,380,38
2890,963,hours-per-week,-1,1,FP,55,50
2906,968,hours-per-week,-1,1,FP,54,45
2917,972,hours-per-week,-1,1,FP,400,40
2932,977,hours-per-week,-1,1,FP,35,50
2944,981,hours-per-week,-1,1,FP,48,40
2947,982,hours-per-week,-1,1,FP,19,90
3044,1014,hours-per-week,-1,1,FP,450,45
3137,1045,hours-per-week,-1,1,FP,4,40
3155,1051,hours-per-week,-1,1,FP,54,45
3160,1053,hours-per-week,-1,1,FP,53,35
3164,1054,hours-per-week,-1,1,FP,45,40
3173,1057,hours-per-week,-1,1,FP,400,40
3176,1058,hours-per-week,-1,1,FP,400,40
3182,1060,hours-per-week,-1,1,FP,454,45
3194,1064,hours-per-week,-1,1,FP,160,16
3229,1076,hours-per-week,-1,1,FP,54,45
3232,1077,hours-per-week,-1,1,FP,7,70
3238,1079,hours-per-week,-1,1,FP,54,45
3248,1082,hours-per-week,-1,1,FP,43,34
3251,1083,hours-per-week,-1,1,FP,120,12
3265,1088,hours-per-week,-1,1,FP,4,40
3278,1092,hours-per-week,-1,1,FP,45,40
3283,1094,hours-per-week,-1,1,FP,54,45
3311,1103,hours-per-week,-1,1,FP,44,40
3325,1108,hours-per-week,-1,1,FP,200,20
3334,1111,hours-per-week,-1,1,FP,38,30
3383,1127,hours-per-week,-1,1,FP,600,60
3403,1134,hours-per-week,-1,1,FP,200,20
3434,1144,hours-per-week,-1,1,FP,400,40
3451,1150,hours-per-week,-1,1,FP,4,40
3457,1152,hours-per-week,-1,1,FP,65,60
3488,1162,hours-per-week,-1,1,FP,252,25
3497,1165,hours-per-week,-1,1,FP,54,45
3509,1169,hours-per-week,-1,1,FP,4,40
3547,1182,hours-per-week,-1,1,FP,74,40
3575,1191,hours-per-week,-1,1,FP,48,40
3590,1196,hours-per-week,-1,1,FP,400,40
3599,1199,hours-per-week,-1,1,FP,200,20
3623,1207,hours-per-week,-1,1,FP,52,25
3638,1212,hours-per-week,-1,1,FP,400,40
3644,1214,hours-per-week,-1,1,FP,202,20
3668,1222,hours-per-week,1,-1,FN,52,40
3691,1230,hours-per-week,-1,1,FP,48,40
3716,1238,hours-per-week,-1,1,FP,53,35
3733,1244,hours-per-week,-1,1,FP,500,50
3782,1260,hours-per-week,-1,1,FP,400,40
3860,1286,hours-per-week,-1,1,FP,84,48
3863,1287,hours-per-week,-1,1,FP,400,40
3869,1289,hours-per-week,-1,1,FP,400,40
3902,1300,hours-per-week,-1,1,FP,500,50
3932,1310,hours-per-week,-1,1,FP,150,15
3941,1313,hours-per-week,-1,1,FP,400,40
3946,1315,hours-per-week,-1,1,FP,70,40
3986,1328,hours-per-week,-1,1,FP,420,42
4016,1338,hours-per-week,-1,1,FP,250,25
4025,1341,hours-per-week,-1,1,FP,82,28
4052,1350,hours-per-week,-1,1,FP,400,40
4058,1352,hours-per-week,-1,1,FP,55,45
4088,1362,hours-per-week,-1,1,FP,400,40
4097,1365,hours-per-week,-1,1,FP,230,23
4121,1373,hours-per-week,-1,1,FP,600,60
4139,1379,hours-per-week,-1,1,FP,400,40
4159,1386,hours-per-week,-1,1,FP,56,50
4189,1396,hours-per-week,-1,1,FP,54,45
4202,1400,hours-per-week,-1,1,FP,400,40
4237,1412,hours-per-week,1,-1,FN,44,40
4288,1429,hours-per-week,-1,1,FP,48,40
4303,1434,hours-per-week,-1,1,FP,34,40
4316,1438,hours-per-week,-1,1,FP,400,40
4322,1440,hours-per-week,-1,1,FP,454,45
4367,1455,hours-per-week,-1,1,FP,45,40
4403,1467,hours-per-week,1,-1,FN,60,55
4492,1497,hours-per-week,-1,1,FP,300,30
4529,1509,hours-per-week,-1,1,FP,48,40
4531,1510,hours-per-week,-1,1,FP,53,35
4578,1526,hours-per-week,1,-1,FN,48,40
4588,1529,hours-per-week,-1,1,FP,483,48
4634,1544,hours-per-week,-1,1,FP,566,56
4645,1548,hours-per-week,-1,1,FP,84,48
4670,1556,hours-per-week,1,-1,FN,44,40
4709,1569,hours-per-week,1,-1,FN,52,45
4716,1572,hours-per-week,1,-1,FN,50,55
4754,1584,hours-per-week,-1,1,FP,4,40
4804,1601,hours-per-week,-1,1,FP,5,55
4808,1602,hours-per-week,-1,1,FP,300,30
4870,1623,hours-per-week,1,-1,FN,35,25
4886,1628,hours-per-week,1,-1,FN,52,40
4898,1632,hours-per-week,-1,1,FP,55,5
4919,1639,hours-per-week,-1,1,FP,4,40
4943,1647,hours-per-week,-1,1,FP,48,40
4975,1658,hours-per-week,-1,1,FP,44,40
4985,1661,hours-per-week,-1,1,FP,160,16
5002,1667,hours-per-week,-1,1,FP,54,45
5036,1678,hours-per-week,-1,1,FP,400,40
5044,1681,hours-per-week,-1,1,FP,44,40
5069,1689,hours-per-week,-1,1,FP,520,52
5104,1701,hours-per-week,-1,1,FP,70,40
5117,1705,hours-per-week,-1,1,FP,400,40
5129,1709,hours-per-week,-1,1,FP,300,30
5135,1711,hours-per-week,-1,1,FP,54,45
5150,1716,hours-per-week,-1,1,FP,400,40
5162,1720,hours-per-week,1,-1,FN,44,40
5207,1735,hours-per-week,-1,1,FP,28,20
5233,1744,hours-per-week,-1,1,FP,200,20
5250,1750,hours-per-week,-1,1,FP,252,25
5264,1754,hours-per-week,-1,1,FP,400,40
5269,1756,hours-per-week,-1,1,FP,500,50
5306,1768,hours-per-week,-1,1,FP,4,40
5308,1769,hours-per-week,-1,1,FP,400,40
5314,1771,hours-per-week,-1,1,FP,49,40
5320,1773,hours-per-week,-1,1,FP,444,44
5326,1775,hours-per-week,-1,1,FP,4,40
5374,1791,hours-per-week,-1,1,FP,54,45
5408,1802,hours-per-week,-1,1,FP,363,36
5432,1810,hours-per-week,-1,1,FP,500,50
5462,1820,hours-per-week,-1,1,FP,555,55
5468,1822,hours-per-week,-1,1,FP,44,40
5474,1824,hours-per-week,-1,1,FP,2,20
5482,1827,hours-per-week,-1,1,FP,53,35
5492,1830,hours-per-week,-1,1,FP,80,8
5509,1836,hours-per-week,-1,1,FP,65,60
5516,1838,hours-per-week,-1,1,FP,35,30
5519,1839,hours-per-week,-1,1,FP,600,60
5549,1849,hours-per-week,-1,1,FP,38,30
5582,1860,hours-per-week,-1,1,FP,61,16
5615,1871,hours-per-week,-1,1,FP,500,50
5645,1881,hours-per-week,-1,1,FP,454,45
5678,1892,hours-per-week,1,-1,FN,44,40
5687,1895,hours-per-week,-1,1,FP,400,40
5693,1897,hours-per-week,-1,1,FP,55,50
5708,1902,hours-per-week,-1,1,FP,400,40
5717,1905,hours-per-week,-1,1,FP,460,46
5720,1906,hours-per-week,-1,1,FP,800,80
5723,1907,hours-per-week,-1,1,FP,400,40
5764,1921,hours-per-week,-1,1,FP,49,40
5837,1945,hours-per-week,-1,1,FP,252,25
5861,1953,hours-per-week,-1,1,FP,04,40
5885,1961,hours-per-week,-1,1,FP,54,45
5909,1969,hours-per-week,-1,1,FP,450,45
5923,1974,hours-per-week,-1,1,FP,48,40
